NEW ENTRY
T: 70.05F | Pitch: 3.48 | Roll: 9.0 | Yaw: 0.85
T: 72.37F | Pitch: 1.43 | Roll: 3.43 | Yaw: 0.79
T: 73.45F | Pitch: -3.46 | Roll: 3.27 | Yaw: 0.03
T: 71.0F | Pitch: 4.44 | Roll: 7.56 | Yaw: 0.97
T: 68.24F | Pitch: -3.9 | Roll: 0.2 | Yaw: -0.64
T: 72.47F | Pitch: 3.05 | Roll: 5.46 | Yaw: 0.39
T: 74.83F | Pitch: -0.74 | Roll: 2.01 | Yaw: 0.07
T: 72.47F | Pitch: -2.14 | Roll: 5.69 | Yaw: -0.0
T: 68.3F | Pitch: -0.16 | Roll: 8.91 | Yaw: 0.88
T: 73.05F | Pitch: -3.61 | Roll: 5.46 | Yaw: -0.72
T: 68.97F | Pitch: -1.62 | Roll: 7.95 | Yaw: 0.84
T: 65.64F | Pitch: -4.09 | Roll: 0.4 | Yaw: -0.3
T: 68.4F | Pitch: -3.34 | Roll: 3.37 | Yaw: -0.27
T: 73.25F | Pitch: -2.12 | Roll: 5.81 | Yaw: 0.51
T: 72.72F | Pitch: 4.83 | Roll: 1.84 | Yaw: -0.46
T: 68.67F | Pitch: -3.56 | Roll: 3.22 | Yaw: -0.14
T: 65.68F | Pitch: 4.58 | Roll: 0.42 | Yaw: 0.57
T: 69.63F | Pitch: -1.73 | Roll: 5.28 | Yaw: -0.25
T: 71.5F | Pitch: 0.75 | Roll: 6.3 | Yaw: -0.79
T: 72.95F | Pitch: 4.62 | Roll: 9.5 | Yaw: 0.84
T: 69.18F | Pitch: -0.95 | Roll: 8.12 | Yaw: 0.8
T: 45.45F | Pitch: 6.49 | Roll: 15.25 | Yaw: -3.95
T: 74.27F | Pitch: -2.46 | Roll: 3.65 | Yaw: 0.3
T: 71.82F | Pitch: -2.29 | Roll: 3.98 | Yaw: -0.41
T: 66.72F | Pitch: 3.19 | Roll: 1.83 | Yaw: -0.37
T: 69.76F | Pitch: -3.72 | Roll: 8.77 | Yaw: 0.9
T: 67.59F | Pitch: 4.08 | Roll: 9.23 | Yaw: -0.6
T: 73.03F | Pitch: -4.38 | Roll: 5.28 | Yaw: 0.37
T: 69.1F | Pitch: -3.47 | Roll: 0.21 | Yaw: 0.05
T: 72.43F | Pitch: 1.64 | Roll: 7.6 | Yaw: -0.56
T: 73.33F | Pitch: 0.01 | Roll: 4.34 | Yaw: 0.38
T: 66.1F | Pitch: -0.97 | Roll: 7.58 | Yaw: 0.68
T: 65.31F | Pitch: 0.45 | Roll: 2.52 | Yaw: 0.23
T: 68.88F | Pitch: 1.31 | Roll: 5.5 | Yaw: -0.79
T: 73.84F | Pitch: -0.21 | Roll: 8.33 | Yaw: 0.15
T: 72.68F | Pitch: -0.43 | Roll: 8.57 | Yaw: 0.77
T: 65.36F | Pitch: 4.69 | Roll: 4.15 | Yaw: 0.78
T: 67.77F | Pitch: 1.31 | Roll: 7.37 | Yaw: -0.83
T: 68.62F | Pitch: 1.04 | Roll: 6.93 | Yaw: 0.48
T: 66.67F | Pitch: 2.48 | Roll: 3.99 | Yaw: 0.81
T: 65.05F | Pitch: -2.72 | Roll: 3.01 | Yaw: 0.66
T: 71.95F | Pitch: -2.03 | Roll: 2.55 | Yaw: -0.66
T: 72.42F | Pitch: -0.24 | Roll: 7.72 | Yaw: -0.61
T: 74.25F | Pitch: -1.5 | Roll: 1.8 | Yaw: 0.29
T: 74.76F | Pitch: 2.6 | Roll: 2.26 | Yaw: -0.37
T: 68.32F | Pitch: -1.84 | Roll: 3.99 | Yaw: 0.51
T: 70.7F | Pitch: 2.68 | Roll: 8.11 | Yaw: 0.7
T: 69.32F | Pitch: 1.55 | Roll: 9.89 | Yaw: 0.33
T: 74.87F | Pitch: -0.01 | Roll: 4.83 | Yaw: 0.1
T: 74.58F | Pitch: 2.6 | Roll: 0.56 | Yaw: 0.79
T: 69.12F | Pitch: -3.56 | Roll: 8.97 | Yaw: 0.46
T: 98.84F | Pitch: -16.71 | Roll: -4.01 | Yaw: 3.36
T: 71.09F | Pitch: -2.73 | Roll: 8.29 | Yaw: -0.23
T: 68.17F | Pitch: 2.95 | Roll: 1.85 | Yaw: 0.31
T: 74.49F | Pitch: -0.95 | Roll: 0.82 | Yaw: -0.08
T: 65.5F | Pitch: -3.53 | Roll: 6.76 | Yaw: 0.13
T: 74.67F | Pitch: 3.95 | Roll: 1.02 | Yaw: 0.81
T: 65.47F | Pitch: -3.28 | Roll: 2.24 | Yaw: -0.44
T: 74.23F | Pitch: 2.34 | Roll: 0.97 | Yaw: -0.61
T: 68.63F | Pitch: -0.14 | Roll: 1.81 | Yaw: 0.39
T: 73.0F | Pitch: -4.22 | Roll: 1.4 | Yaw: -0.29
T: 67.92F | Pitch: -1.25 | Roll: 6.67 | Yaw: 0.98
T: 70.07F | Pitch: 1.63 | Roll: 5.18 | Yaw: -0.94
T: 74.12F | Pitch: -4.53 | Roll: 3.46 | Yaw: 0.45
T: 70.63F | Pitch: -2.48 | Roll: 7.45 | Yaw: 0.61
T: 72.41F | Pitch: -2.15 | Roll: 6.01 | Yaw: 0.14
T: 72.49F | Pitch: 0.12 | Roll: 1.14 | Yaw: 0.47
T: 74.85F | Pitch: -0.32 | Roll: 1.93 | Yaw: -0.7
T: 68.38F | Pitch: -0.24 | Roll: 9.32 | Yaw: -0.58
T: 72.59F | Pitch: -1.96 | Roll: 0.92 | Yaw: 0.48
T: 74.98F | Pitch: 2.93 | Roll: 4.68 | Yaw: 0.07
T: 71.64F | Pitch: -2.27 | Roll: 1.2 | Yaw: 0.6
T: 74.59F | Pitch: -0.24 | Roll: 2.25 | Yaw: 0.75
T: 65.42F | Pitch: 4.74 | Roll: 5.26 | Yaw: 0.83
T: 67.51F | Pitch: 3.11 | Roll: 1.54 | Yaw: 0.98
T: 72.79F | Pitch: 4.68 | Roll: 9.66 | Yaw: 0.43
T: 73.26F | Pitch: -0.96 | Roll: 2.19 | Yaw: 0.73
T: 69.51F | Pitch: -1.09 | Roll: 4.16 | Yaw: 0.55
T: 115.67F | Pitch: 18.1 | Roll: 9.01 | Yaw: 0.14
T: 69.56F | Pitch: 0.85 | Roll: 3.07 | Yaw: 0.95
T: 72.68F | Pitch: 3.87 | Roll: 5.95 | Yaw: 0.41
T: 72.02F | Pitch: -3.03 | Roll: 0.57 | Yaw: 0.87
T: 66.24F | Pitch: -3.7 | Roll: 0.75 | Yaw: 0.92
T: 65.23F | Pitch: -1.99 | Roll: 8.92 | Yaw: 0.74
T: 66.07F | Pitch: -3.96 | Roll: 1.52 | Yaw: -0.11
T: 74.07F | Pitch: -0.64 | Roll: 8.1 | Yaw: -0.64
T: 67.18F | Pitch: -2.76 | Roll: 4.89 | Yaw: -0.27
T: 73.55F | Pitch: -4.76 | Roll: 0.26 | Yaw: 0.6
T: 72.67F | Pitch: -4.26 | Roll: 2.39 | Yaw: -0.78
T: 73.86F | Pitch: -0.56 | Roll: 9.12 | Yaw: 0.67
T: 70.22F | Pitch: -2.83 | Roll: 9.63 | Yaw: -0.82
T: 73.64F | Pitch: 1.41 | Roll: 7.45 | Yaw: -1.0
T: 65.72F | Pitch: -1.83 | Roll: 4.25 | Yaw: 0.66
T: 69.99F | Pitch: 1.17 | Roll: 7.92 | Yaw: 0.85
T: 72.44F | Pitch: 2.44 | Roll: 7.53 | Yaw: -0.73
T: 74.79F | Pitch: -0.34 | Roll: 9.89 | Yaw: 0.91
T: 66.79F | Pitch: -3.73 | Roll: 9.2 | Yaw: 0.47
T: 65.31F | Pitch: -3.52 | Roll: 4.14 | Yaw: -0.79
T: 71.58F | Pitch: -2.21 | Roll: 7.72 | Yaw: 0.77
T: 68.23F | Pitch: -2.63 | Roll: 8.46 | Yaw: 0.27
T: 69.6F | Pitch: -4.25 | Roll: 3.32 | Yaw: 0.05
T: 72.24F | Pitch: 3.97 | Roll: 7.6 | Yaw: -0.98
T: 72.02F | Pitch: 2.15 | Roll: 1.66 | Yaw: -0.56
T: 68.85F | Pitch: 3.48 | Roll: 0.42 | Yaw: -0.42
T: 70.44F | Pitch: 3.44 | Roll: 0.76 | Yaw: 0.06
T: 67.5F | Pitch: -1.68 | Roll: 6.7 | Yaw: 0.9
T: 65.77F | Pitch: -2.1 | Roll: 7.42 | Yaw: -0.01
T: 69.64F | Pitch: -1.03 | Roll: 0.31 | Yaw: -0.05
T: 73.27F | Pitch: 1.12 | Roll: 6.1 | Yaw: 0.11
T: 65.1F | Pitch: 0.17 | Roll: 7.69 | Yaw: 0.85
T: 74.52F | Pitch: -2.16 | Roll: 10.0 | Yaw: 0.83
T: 66.66F | Pitch: 4.05 | Roll: 7.47 | Yaw: -0.69
T: 72.45F | Pitch: -4.42 | Roll: 9.23 | Yaw: 0.62
T: 71.38F | Pitch: 4.35 | Roll: 8.99 | Yaw: -0.83
T: 67.58F | Pitch: 2.8 | Roll: 0.78 | Yaw: -0.12
T: 31.19F | Pitch: 17.25 | Roll: -3.5 | Yaw: -0.3
T: 69.33F | Pitch: -4.78 | Roll: 8.01 | Yaw: 0.45
T: 71.66F | Pitch: -4.66 | Roll: 5.05 | Yaw: -0.83
T: 66.53F | Pitch: 1.98 | Roll: 8.91 | Yaw: -0.59
T: 74.05F | Pitch: -0.76 | Roll: 4.85 | Yaw: 0.08
T: 72.42F | Pitch: 2.06 | Roll: 3.13 | Yaw: 0.9
T: 73.46F | Pitch: 3.07 | Roll: 9.09 | Yaw: -0.66
T: 72.4F | Pitch: 3.56 | Roll: 4.37 | Yaw: 0.29
T: 65.92F | Pitch: 4.92 | Roll: 9.9 | Yaw: 0.14
T: 71.79F | Pitch: -3.01 | Roll: 9.03 | Yaw: 0.77
T: 66.49F | Pitch: 2.81 | Roll: 7.64 | Yaw: -0.54
T: 67.29F | Pitch: -1.11 | Roll: 4.68 | Yaw: 0.6
T: 73.32F | Pitch: -2.32 | Roll: 2.81 | Yaw: 0.01
T: 111.53F | Pitch: 15.98 | Roll: -3.3 | Yaw: -4.31
T: 66.29F | Pitch: -0.6 | Roll: 7.75 | Yaw: -0.23
T: 68.23F | Pitch: 2.23 | Roll: 1.77 | Yaw: -0.72
T: 71.61F | Pitch: 3.24 | Roll: 2.13 | Yaw: -0.87
T: 69.96F | Pitch: 1.32 | Roll: 6.88 | Yaw: 0.48
T: 65.38F | Pitch: -4.84 | Roll: 3.31 | Yaw: 0.24
T: 69.74F | Pitch: -3.02 | Roll: 5.33 | Yaw: -0.72
T: 69.17F | Pitch: -0.72 | Roll: 4.22 | Yaw: -0.62
T: 69.74F | Pitch: 3.47 | Roll: 2.89 | Yaw: -0.12
T: 73.06F | Pitch: 2.11 | Roll: 1.84 | Yaw: 0.06
T: 72.02F | Pitch: -4.35 | Roll: 3.82 | Yaw: 0.27
T: 71.55F | Pitch: 2.33 | Roll: 8.47 | Yaw: 0.44
T: 66.17F | Pitch: -2.61 | Roll: 9.18 | Yaw: 0.81
T: 68.58F | Pitch: -2.47 | Roll: 8.42 | Yaw: 0.53
T: 74.47F | Pitch: -3.77 | Roll: 7.4 | Yaw: -0.47
T: 73.73F | Pitch: -0.86 | Roll: 9.56 | Yaw: -0.21
T: 65.12F | Pitch: -0.66 | Roll: 5.17 | Yaw: -0.29
T: 67.21F | Pitch: 2.6 | Roll: 8.54 | Yaw: -0.72
T: 71.63F | Pitch: 3.55 | Roll: 0.52 | Yaw: -0.64
T: 67.34F | Pitch: -2.9 | Roll: 2.05 | Yaw: 0.36
T: 71.92F | Pitch: 1.89 | Roll: 8.19 | Yaw: 0.51
T: 38.97F | Pitch: 13.5 | Roll: 4.37 | Yaw: -3.84
T: 70.77F | Pitch: -0.97 | Roll: 7.81 | Yaw: -0.61
T: 100.45F | Pitch: 22.51 | Roll: 9.9 | Yaw: -2.61
T: 72.55F | Pitch: -3.9 | Roll: 8.41 | Yaw: -0.69
T: 67.31F | Pitch: -4.6 | Roll: 0.93 | Yaw: 0.33
T: 69.82F | Pitch: 3.08 | Roll: 2.85 | Yaw: -0.77
T: 72.82F | Pitch: 1.54 | Roll: 3.62 | Yaw: 0.18
T: 69.38F | Pitch: 0.28 | Roll: 4.46 | Yaw: -0.59
T: 67.9F | Pitch: -3.6 | Roll: 8.31 | Yaw: -0.35
T: 66.81F | Pitch: -2.34 | Roll: 4.13 | Yaw: -0.97
T: 72.16F | Pitch: -0.02 | Roll: 3.99 | Yaw: -0.55
T: 73.37F | Pitch: 0.63 | Roll: 0.15 | Yaw: 0.69
T: 74.76F | Pitch: -4.57 | Roll: 5.06 | Yaw: -0.36
T: 67.57F | Pitch: -3.78 | Roll: 1.15 | Yaw: 0.53
T: 71.64F | Pitch: 2.87 | Roll: 8.57 | Yaw: -0.42
T: 73.3F | Pitch: 3.44 | Roll: 6.52 | Yaw: -0.61
T: 69.15F | Pitch: -2.37 | Roll: 2.99 | Yaw: 0.9
T: 72.88F | Pitch: -2.98 | Roll: 5.32 | Yaw: 0.44
T: 69.91F | Pitch: 4.5 | Roll: 2.58 | Yaw: 0.68
T: 66.64F | Pitch: -3.55 | Roll: 3.81 | Yaw: 0.47
T: 66.84F | Pitch: 2.08 | Roll: 2.74 | Yaw: -0.3
T: 72.0F | Pitch: -3.79 | Roll: 6.02 | Yaw: 0.24
T: 94.36F | Pitch: 23.13 | Roll: 29.08 | Yaw: 1.42
T: 66.08F | Pitch: -4.6 | Roll: 8.47 | Yaw: 0.7
T: 65.76F | Pitch: -4.8 | Roll: 9.52 | Yaw: -0.18
T: 67.11F | Pitch: -3.67 | Roll: 6.37 | Yaw: -0.89
T: 68.05F | Pitch: -1.89 | Roll: 9.89 | Yaw: 0.7
T: 68.07F | Pitch: 0.99 | Roll: 7.37 | Yaw: 0.88
T: 33.95F | Pitch: -24.35 | Roll: -3.41 | Yaw: 2.94
T: 74.07F | Pitch: -3.6 | Roll: 7.52 | Yaw: -0.91
T: 68.15F | Pitch: 1.37 | Roll: 6.55 | Yaw: 0.21
T: 74.64F | Pitch: -0.89 | Roll: 6.85 | Yaw: 0.44
T: 72.45F | Pitch: 4.35 | Roll: 0.49 | Yaw: -0.15
T: 67.8F | Pitch: 1.44 | Roll: 3.61 | Yaw: 0.5
T: 68.23F | Pitch: -1.55 | Roll: 7.34 | Yaw: 0.7
T: 70.81F | Pitch: -2.21 | Roll: 1.03 | Yaw: 0.85
T: 66.81F | Pitch: 0.61 | Roll: 8.63 | Yaw: 0.45
T: 67.41F | Pitch: 1.83 | Roll: 3.09 | Yaw: -0.47
T: 68.5F | Pitch: 4.35 | Roll: 0.56 | Yaw: 0.15
T: 67.32F | Pitch: -4.46 | Roll: 7.93 | Yaw: -0.77
T: 68.33F | Pitch: 4.47 | Roll: 3.21 | Yaw: 0.67
T: 69.24F | Pitch: -4.01 | Roll: 3.41 | Yaw: 0.11
T: 66.44F | Pitch: -4.3 | Roll: 0.24 | Yaw: -0.03
T: 74.86F | Pitch: -1.13 | Roll: 6.26 | Yaw: -0.48
T: 69.62F | Pitch: 0.17 | Roll: 9.12 | Yaw: 0.78
T: 67.38F | Pitch: -4.16 | Roll: 3.59 | Yaw: 0.12
T: 70.26F | Pitch: 0.9 | Roll: 3.07 | Yaw: -0.94
T: 73.43F | Pitch: 3.14 | Roll: 4.13 | Yaw: 0.12
T: 68.57F | Pitch: 2.43 | Roll: 3.96 | Yaw: -0.64
T: 67.43F | Pitch: 1.53 | Roll: 1.95 | Yaw: 0.73
T: 73.43F | Pitch: 0.2 | Roll: 6.04 | Yaw: -0.61
T: 68.8F | Pitch: 1.06 | Roll: 1.75 | Yaw: -0.95
T: 67.25F | Pitch: -1.02 | Roll: 7.44 | Yaw: 0.95
T: 68.04F | Pitch: -2.41 | Roll: 1.79 | Yaw: -0.52
T: 73.04F | Pitch: 2.11 | Roll: 6.76 | Yaw: 0.68
T: 69.64F | Pitch: -0.5 | Roll: 9.03 | Yaw: 0.13
T: 65.04F | Pitch: 4.7 | Roll: 0.33 | Yaw: 0.42
T: 73.9F | Pitch: -3.89 | Roll: 6.76 | Yaw: -0.94
T: 67.82F | Pitch: -3.72 | Roll: 5.28 | Yaw: 0.25
T: 69.07F | Pitch: 0.96 | Roll: 5.66 | Yaw: -0.42
T: 73.53F | Pitch: -3.21 | Roll: 2.96 | Yaw: 0.89
T: 73.32F | Pitch: 1.08 | Roll: 4.27 | Yaw: -0.1
T: 70.35F | Pitch: 3.24 | Roll: 6.1 | Yaw: 0.66
T: 73.41F | Pitch: 2.03 | Roll: 6.18 | Yaw: 0.55
T: 74.07F | Pitch: -3.43 | Roll: 0.93 | Yaw: -0.02
T: 73.28F | Pitch: -3.52 | Roll: 2.5 | Yaw: 0.45
T: 68.13F | Pitch: -4.62 | Roll: 1.75 | Yaw: 0.28
T: 69.07F | Pitch: 4.39 | Roll: 9.2 | Yaw: -0.36
T: 73.95F | Pitch: -0.41 | Roll: 3.07 | Yaw: 0.88
T: 70.93F | Pitch: 1.49 | Roll: 6.88 | Yaw: -0.05
T: 67.94F | Pitch: -2.75 | Roll: 6.73 | Yaw: 0.0
T: 65.64F | Pitch: 1.58 | Roll: 5.63 | Yaw: 0.42
T: 66.34F | Pitch: -2.24 | Roll: 8.78 | Yaw: -0.59
T: 103.26F | Pitch: 0.45 | Roll: 2.43 | Yaw: 3.8
T: 72.48F | Pitch: 2.66 | Roll: 6.15 | Yaw: 0.68
T: 72.06F | Pitch: -2.89 | Roll: 9.42 | Yaw: -0.47
T: 68.14F | Pitch: 4.05 | Roll: 0.16 | Yaw: -0.85
T: 66.6F | Pitch: -2.25 | Roll: 7.59 | Yaw: 0.05
T: 72.09F | Pitch: -1.56 | Roll: 4.03 | Yaw: 0.74
T: 67.91F | Pitch: 1.42 | Roll: 5.81 | Yaw: -0.65
T: 68.6F | Pitch: -0.65 | Roll: 4.96 | Yaw: -0.51
T: 66.77F | Pitch: 2.37 | Roll: 0.19 | Yaw: 0.64
T: 68.24F | Pitch: 4.04 | Roll: 0.5 | Yaw: -0.18
T: 70.56F | Pitch: -2.38 | Roll: 8.27 | Yaw: 0.82
T: 66.18F | Pitch: -1.01 | Roll: 1.21 | Yaw: 0.85
T: 69.25F | Pitch: 1.15 | Roll: 2.01 | Yaw: -0.53
T: 72.45F | Pitch: -0.9 | Roll: 4.99 | Yaw: -0.71
T: 67.62F | Pitch: -2.58 | Roll: 6.27 | Yaw: 0.69
T: 65.35F | Pitch: 2.53 | Roll: 6.42 | Yaw: 0.62
T: 67.59F | Pitch: 4.36 | Roll: 9.75 | Yaw: 0.31
T: 70.32F | Pitch: -1.12 | Roll: 5.77 | Yaw: -0.48
T: 73.78F | Pitch: -2.82 | Roll: 9.72 | Yaw: 0.38
T: 71.37F | Pitch: 4.7 | Roll: 9.9 | Yaw: -0.54
T: 74.14F | Pitch: 4.18 | Roll: 6.62 | Yaw: -0.87
T: 66.71F | Pitch: 4.65 | Roll: 7.03 | Yaw: -0.05
T: 74.87F | Pitch: 1.19 | Roll: 8.83 | Yaw: 0.17
T: 74.92F | Pitch: -4.92 | Roll: 1.65 | Yaw: 0.45
T: 69.92F | Pitch: -1.09 | Roll: 8.93 | Yaw: -0.32
T: 74.09F | Pitch: -0.8 | Roll: 1.16 | Yaw: 0.56
T: 74.31F | Pitch: -0.07 | Roll: 8.53 | Yaw: 0.17
T: 74.16F | Pitch: 4.53 | Roll: 5.63 | Yaw: -0.88
T: 68.16F | Pitch: -1.38 | Roll: 2.98 | Yaw: 0.32
T: 67.76F | Pitch: 0.8 | Roll: 7.96 | Yaw: 0.94
T: 65.48F | Pitch: 4.36 | Roll: 6.69 | Yaw: -0.17
T: 72.55F | Pitch: -0.55 | Roll: 6.27 | Yaw: -0.6
T: 73.91F | Pitch: -4.23 | Roll: 4.83 | Yaw: 0.47
T: 35.78F | Pitch: 5.03 | Roll: -3.27 | Yaw: -1.18
T: 74.31F | Pitch: -2.22 | Roll: 8.28 | Yaw: -0.88
T: 69.05F | Pitch: -2.32 | Roll: 4.01 | Yaw: 0.2
T: 70.07F | Pitch: 3.86 | Roll: 2.73 | Yaw: 0.41
T: 66.97F | Pitch: -2.72 | Roll: 4.51 | Yaw: -0.12
T: 67.19F | Pitch: 2.57 | Roll: 1.6 | Yaw: -0.22
T: 67.68F | Pitch: -2.37 | Roll: 3.45 | Yaw: -0.1
T: 67.69F | Pitch: -4.15 | Roll: 1.51 | Yaw: -0.51
T: 69.07F | Pitch: 0.71 | Roll: 6.99 | Yaw: 0.46
T: 68.76F | Pitch: 1.77 | Roll: 1.25 | Yaw: 0.18
T: 69.15F | Pitch: -0.74 | Roll: 0.32 | Yaw: -0.67
T: 74.65F | Pitch: 0.4 | Roll: 0.13 | Yaw: 0.83
T: 73.05F | Pitch: 2.26 | Roll: 6.9 | Yaw: -0.24
T: 65.05F | Pitch: -3.91 | Roll: 6.35 | Yaw: -0.63
T: 74.39F | Pitch: -3.16 | Roll: 3.75 | Yaw: 0.49
T: 71.32F | Pitch: 4.22 | Roll: 3.24 | Yaw: 0.16
T: 69.3F | Pitch: -2.95 | Roll: 6.53 | Yaw: -0.17
T: 65.15F | Pitch: -2.18 | Roll: 2.17 | Yaw: -0.34
T: 74.96F | Pitch: 3.05 | Roll: 0.29 | Yaw: -0.63
T: 69.07F | Pitch: -4.84 | Roll: 8.68 | Yaw: 0.49
T: 74.26F | Pitch: 0.16 | Roll: 0.03 | Yaw: -0.81
T: 72.17F | Pitch: 4.04 | Roll: 7.49 | Yaw: 0.5
T: 70.0F | Pitch: -4.44 | Roll: 2.02 | Yaw: -0.46
T: 71.0F | Pitch: -0.78 | Roll: 2.82 | Yaw: -0.38
T: 71.73F | Pitch: 4.21 | Roll: 6.68 | Yaw: -0.37
T: 65.56F | Pitch: 1.44 | Roll: 6.0 | Yaw: -0.53
T: 73.61F | Pitch: 2.6 | Roll: 0.27 | Yaw: -0.94
T: 118.25F | Pitch: -1.48 | Roll: 11.51 | Yaw: -4.11
T: 69.99F | Pitch: -2.39 | Roll: 4.14 | Yaw: -0.29
T: 68.59F | Pitch: 0.28 | Roll: 1.34 | Yaw: 0.73
T: 67.71F | Pitch: 0.46 | Roll: 9.62 | Yaw: -0.89
T: 74.77F | Pitch: 4.23 | Roll: 8.98 | Yaw: -0.93
T: 67.64F | Pitch: 0.93 | Roll: 1.16 | Yaw: -0.85
T: 44.23F | Pitch: 15.77 | Roll: 27.2 | Yaw: 0.09
T: 73.82F | Pitch: 0.72 | Roll: 1.73 | Yaw: 0.04
T: 68.22F | Pitch: 1.6 | Roll: 7.94 | Yaw: 0.32
T: 73.88F | Pitch: -3.62 | Roll: 5.84 | Yaw: 0.66
T: 65.99F | Pitch: 2.88 | Roll: 5.16 | Yaw: -0.25
T: 73.7F | Pitch: -0.72 | Roll: 3.39 | Yaw: -0.84
T: 72.08F | Pitch: -1.0 | Roll: 8.31 | Yaw: -0.04
T: 71.61F | Pitch: 3.75 | Roll: 4.53 | Yaw: 0.68
T: 74.31F | Pitch: -0.13 | Roll: 7.67 | Yaw: -0.99
T: 68.2F | Pitch: -1.66 | Roll: 9.62 | Yaw: 0.83
T: 73.34F | Pitch: 2.0 | Roll: 9.41 | Yaw: 0.42
T: 67.56F | Pitch: -4.22 | Roll: 3.06 | Yaw: -0.46
T: 73.22F | Pitch: -3.23 | Roll: 2.45 | Yaw: -0.24
T: 66.11F | Pitch: -1.19 | Roll: 5.29 | Yaw: 0.64
T: 65.57F | Pitch: 4.58 | Roll: 6.64 | Yaw: -0.49
T: 72.65F | Pitch: -3.42 | Roll: 7.86 | Yaw: -0.38
T: 70.9F | Pitch: -4.27 | Roll: 6.17 | Yaw: -0.15
T: 107.59F | Pitch: 21.29 | Roll: 19.52 | Yaw: -0.95
T: 69.01F | Pitch: 0.61 | Roll: 6.24 | Yaw: 0.45
T: 68.89F | Pitch: 3.16 | Roll: 8.05 | Yaw: -0.17
T: 69.25F | Pitch: 2.44 | Roll: 7.9 | Yaw: 0.52
T: 68.72F | Pitch: 1.01 | Roll: 3.91 | Yaw: -0.29
T: 71.06F | Pitch: 3.25 | Roll: 4.72 | Yaw: 0.85
T: 67.31F | Pitch: 4.84 | Roll: 1.51 | Yaw: 0.72
T: 69.41F | Pitch: -2.07 | Roll: 0.02 | Yaw: -0.25
T: 71.96F | Pitch: 1.84 | Roll: 6.22 | Yaw: 0.51
T: 65.57F | Pitch: -2.56 | Roll: 4.18 | Yaw: 0.93
T: 67.72F | Pitch: 3.7 | Roll: 8.76 | Yaw: -0.46
T: 66.83F | Pitch: -3.84 | Roll: 6.14 | Yaw: -0.48
T: 71.3F | Pitch: -0.67 | Roll: 4.25 | Yaw: 0.43
T: 71.66F | Pitch: 3.1 | Roll: 8.05 | Yaw: 0.02
T: 68.23F | Pitch: 2.43 | Roll: 0.83 | Yaw: 0.91
T: 67.09F | Pitch: -1.13 | Roll: 9.0 | Yaw: 0.78
T: 72.94F | Pitch: 0.0 | Roll: 5.39 | Yaw: -0.12
T: 70.86F | Pitch: 2.76 | Roll: 0.83 | Yaw: -0.45
T: 69.86F | Pitch: 2.39 | Roll: 4.8 | Yaw: 0.08
T: 67.66F | Pitch: 1.41 | Roll: 4.08 | Yaw: -0.99
T: 67.88F | Pitch: 2.98 | Roll: 6.24 | Yaw: -0.3
T: 66.23F | Pitch: -3.4 | Roll: 3.98 | Yaw: -0.52
T: 73.49F | Pitch: 0.73 | Roll: 8.4 | Yaw: 0.54
T: 66.32F | Pitch: -3.38 | Roll: 7.61 | Yaw: -0.82
T: 65.3F | Pitch: -1.03 | Roll: 3.37 | Yaw: 0.02
T: 69.54F | Pitch: 2.86 | Roll: 7.22 | Yaw: -0.2
T: 65.03F | Pitch: -0.68 | Roll: 5.79 | Yaw: 0.54
T: 70.95F | Pitch: 1.17 | Roll: 0.99 | Yaw: -0.04
T: 71.37F | Pitch: -0.39 | Roll: 0.02 | Yaw: -0.42
T: 71.43F | Pitch: 3.94 | Roll: 9.04 | Yaw: 0.51
T: 70.52F | Pitch: 4.66 | Roll: 1.85 | Yaw: -0.06
T: 68.42F | Pitch: 2.43 | Roll: 6.89 | Yaw: 0.31
T: 70.67F | Pitch: 3.33 | Roll: 2.84 | Yaw: -0.35
T: 70.97F | Pitch: 4.73 | Roll: 5.11 | Yaw: -0.69
T: 66.32F | Pitch: -1.58 | Roll: 0.92 | Yaw: 0.73
T: 72.61F | Pitch: -4.77 | Roll: 2.74 | Yaw: 0.59
T: 71.28F | Pitch: 2.16 | Roll: 2.53 | Yaw: -0.18
T: 70.96F | Pitch: 0.58 | Roll: 6.1 | Yaw: -0.64
T: 71.72F | Pitch: -4.85 | Roll: 7.87 | Yaw: -0.96
T: 73.95F | Pitch: 0.39 | Roll: 2.05 | Yaw: -0.92
T: 90.77F | Pitch: -21.86 | Roll: -6.96 | Yaw: -0.11
T: 73.12F | Pitch: 1.61 | Roll: 3.09 | Yaw: -0.53
T: 73.23F | Pitch: 1.8 | Roll: 1.68 | Yaw: -0.56
T: 71.63F | Pitch: 0.97 | Roll: 7.23 | Yaw: -0.58
T: 69.67F | Pitch: 0.73 | Roll: 3.4 | Yaw: 0.61
T: 71.43F | Pitch: 2.57 | Roll: 0.71 | Yaw: 0.32
T: 73.99F | Pitch: -1.98 | Roll: 6.85 | Yaw: -0.05
T: 73.23F | Pitch: 0.3 | Roll: 1.11 | Yaw: -0.33
T: 66.61F | Pitch: -3.46 | Roll: 8.48 | Yaw: 0.49
T: 73.47F | Pitch: 1.48 | Roll: 4.6 | Yaw: -0.92
T: 30.03F | Pitch: -0.62 | Roll: 21.77 | Yaw: -4.21
T: 66.11F | Pitch: 4.18 | Roll: 9.61 | Yaw: 0.79
T: 71.19F | Pitch: -4.77 | Roll: 0.25 | Yaw: 0.07
